word,translation,phonetic,pos,tag,total,spoken_ratio,academic_ratio,cefr_standard,difficulty_level,learning_level,dataset_type
zone,"n. 地带, 带, 地区\nvt. 环绕, 使分成地带\nvi. 分成区\n[计] 卡片顶部的三行区; 区; 区域",(zәun),n,高考 四级 六级 考研 托福 GRE,22334,0.1462792155458046,0.2465299543297215,A2,2,初级,cet4
appreciate,"vt. 赏识, 鉴别, 为...而感激, 领会, 欣赏\nvi. 增值, 涨价",(ә'pri:ʃieit),v,高考 四级 六级 考研 托福 雅思 GRE,22921,0.356310806683827,0.151476811657432,B2,4,中级,cet4
republican,"n. 共和主义者, 共和党员\na. 共和政体的, 共和国的, 共和主义的",(ri'pʌblikәn),n,四级 六级 考研,81388,0.5817196638325061,0.0361478350616798,B2,4,中级,cet4
special,"n. 专辑, 专车, 号外, 特别的东西, 负有特别任务的人员\na. 特别的, 专门的, 特殊的, 额外的, 附加的, 特别亲密的",('speʃәl),j,中考 高考 四级 六级 考研 雅思,81495,0.2116816982636971,0.260666298545923,B1,3,中级,cet4
security,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金\n[计] 安全性, 保密性, 安全检查程序",(si'kjuriti),n,高考 四级 六级 考研 托福,82572,0.2237683476238919,0.2349949135300101,B1,3,中级,cet4
deviation,n. 背离\n[化] 偏差; 误差; 偏斜,(.di:vi'eiʃәn),n,六级 GRE,3810,0.0120734908136482,0.878740157480315,B2,4,中级,cet4
occurrence,"n. 发生, 事件, 出现\n[医] 发生",(ә'kʌrәns),n,四级 六级 考研 托福 雅思 GRE,3830,0.0793733681462141,0.6378590078328982,B2,4,中级,cet4
elevate,"vt. 举起, 提拔, 鼓舞",('eliveit),v,六级 考研 托福 雅思 GRE,3832,0.1129958246346555,0.2974947807933194,B1,3,中级,cet4
retention,"n. 保持, 留置, 保留, 保持力, 保留物, 记忆, 停滞, 固位\n[计] 保贸, 保持",(ri'tenʃәn),n,六级 考研 GRE,3839,0.0234436051054962,0.7752018754884085,B2,4,中级,cet4
chuckle,"n. 咯咯的笑声, 轻笑\nvi. 咯咯的笑, 咕咕叫",('tʃʌkl),v,托福 GRE,3856,0.0386410788381742,0.0163381742738589,B1,3,中级,cet4
muscle,"n. 肌肉, 臂力\n[医] 肌",('mʌsl),n,四级 六级 考研 GRE,23211,0.0692344147171599,0.1720305027788548,B1,3,中级,cet4
unique,"a. 独一无二的, 独特的, 稀罕的",(ju:'ni:k),j,高考 四级 六级 考研 托福 雅思 GRE,23241,0.1240049911793812,0.4088034077707499,B1,3,中级,cet4
auto,"n. 汽车\npref. 表示""自己""、""本身"", 表示""自己的"", 表示""自动的""",('ɒ:tәu),n,四级 考研,10755,0.1859600185960018,0.0756857275685727,A2,2,初级,cet4
appointment,"n. 约会, 委任的职位, 委派\n[经] 任命, 派, 指定",(ә'pɒintmәnt),n,高考 四级 六级 考研 托福 雅思,10762,0.1512729975840921,0.2048875673666604,B2,4,中级,cet4
operator,"n. 操作员, 行家, 经纪人, 算子, 运算符\n[计] 运算符",('ɒpәreitә),n,高考 四级 六级 考研 托福,10766,0.1823332714099944,0.2123351291101616,B1,3,中级,cet4
float,"n. 漂流物, 浮舟, 漂浮, 浮萍, 彩车\nvi. 浮动, 飘动, 散播, 摇摆, 动摇, 浮动\nvt. 使漂浮, 容纳, 淹没, 发行, 实行\n[计] 浮动",(flәut),v,高考 四级 六级 考研 托福 雅思,10786,0.1068051177452252,0.0616539959206378,A2,2,初级,cet4
bite,"n. 咬, 一口\nv. 咬, 刺痛, 穿透",(bait),v,高考 四级 考研 托福 雅思,10795,0.1219082908754052,0.0421491431218156,A2,2,初级,cet4
mouse,"n. 老鼠, 胆小羞怯的人, 鼠标\nvi. 捕鼠, 窥探\nvt. 探出\n[计] 鼠标",(maus),n,中考 高考 四级 六级 考研,10804,0.1042206590151795,0.1196778970751573,A2,2,初级,cet4
detective,n. 侦探\na. 侦探的,(di'tektiv),n,高考 六级 考研 托福 雅思,10815,0.241793804900601,0.0605640314378178,B2,4,中级,cet4
addict,"vt. 使沉溺, 使上瘾\nn. 入迷的人, 上瘾者",(ә'dikt),n,六级 考研 托福 雅思 GRE,3865,0.2897800776196636,0.1107373868046571,B1,3,中级,cet4
lottery,"n. 奖券, 彩票, 运气\n[经] 抽彩给奖法",('lɒtәri),n,考研 托福 雅思 GRE,3892,0.1572456320657759,0.1379753340184994,B1,3,中级,cet4
perch,"n. 栖木, 高位, 杆, 河鲈\nv. (使)栖息, 就位, 位于, (使)暂歇",(pә:tʃ),v,六级 托福 GRE,3892,0.027235354573484,0.0755395683453237,A2,2,初级,cet4
den,"n. 兽穴, 洞穴\n[法] 匪巢, 贼窝",(den),n,托福 GRE,3905,0.0458386683738796,0.2025608194622279,A1,1,初级,cet4
anthropologist,n. 人类学家,(.ænθrә'pɒlәdʒist),n,GRE,3919,0.0456749170706812,0.625924980862465,C1,5,高级,cet4
patient,"n. 病人, 承受者\na. 忍耐的, 容忍的, 有耐性的, 坚忍的",('peiʃәnt),n,中考 高考 四级 六级 考研,79355,0.1527439984878079,0.4495872975867935,B1,3,中级,cet4
comedy,"n. 喜剧, 有趣的事情",('kɒmidi),n,高考 四级 六级 考研 托福 雅思,10599,0.2176620435890178,0.06594961788848,B1,3,中级,cet4
fascinate,"vt. 令人入神, 使着迷\nvi. 入迷",('fæsineit),v,六级 考研 托福 雅思 GRE,3939,0.2162985529322163,0.1233815689261233,B2,4,中级,cet4
lease,"n. 租约, 租期, 租\nvt. 出租, 租出, 租得",(li:s),n,六级 考研 托福 雅思 GRE,3950,0.0754430379746835,0.1582278481012658,A2,2,初级,cet4
asteroid,"n. 小行星, 海盘车\na. 星状的",('æstәrɒid),n,托福 GRE,3951,0.0541635029106555,0.1189572260187294,B1,3,中级,cet4
detection,"n. 发现, 察觉, 探测\n[计] 检波; 检测",(di'tekʃәn),n,四级 六级 GRE,3959,0.0911846425865117,0.5180601161909573,B2,4,中级,cet4
dawn,"n. 破晓, 黎明\nvi. 破晓",(dɒ:n),n,高考 四级 六级 考研 托福 雅思,10594,0.1183688880498395,0.0773079101378138,A2,2,初级,cet4
flesh,"n. 肉, 肉体, 肉欲, 人性, 亲属, 人类, 众生, 人体\nvt. 以肉喂, 激起...的杀戳情绪, 使肥, 赋以血肉\nvi. 长胖",('fleʃ),n,高考 四级 考研 雅思,10604,0.0516786118445869,0.1216522067144473,A2,2,初级,cet4
heritage,"n. 遗产, 祖先遗留物, 继承物\n[医] 遗传性",('heritidʒ),n,六级 考研 托福 雅思,10639,0.0881661810320518,0.3641319672901588,B1,3,中级,cet4
economics,n. 经济学\n[经] 经济学,(.i:kә'nɒmiks),n,四级 六级 考研 托福 雅思,10647,0.1496196111580727,0.3830186907109984,B2,4,中级,cet4
helicopter,n. 直升机\nvt. 由直升机运送\nvi. 乘直升机,('helikɒptә),n,高考 四级 六级 考研 雅思,10657,0.3289856432391855,0.0416627568734165,B2,4,中级,cet4
impress,"n. 印象, 特征, 印记\nvt. 使有印象, 印, 铭刻, 传送, 影响, 强征\nvi. 给人印象",(im'pres),v,高考 四级 六级 考研,10740,0.134729981378026,0.1160148975791433,B1,3,中级,cet4
detailed,"a. 详细的, 复杂的\n[法] 详细的, 详尽的",('di:teild),j,雅思,10743,0.0795867076235688,0.451736014148748,B2,4,中级,cet4
dependent,"n. 依赖他人者\na. 依赖的, 从属的",(di'pendәnt),j,四级 六级 考研 托福 雅思,10751,0.0903171797972281,0.6140824109385173,B2,4,中级,cet4
code,"n. 代码, 密码, 法规, 法典\nvt. 把...编码\n[计] 代码",(kәud),n,四级 考研 雅思 GRE,24076,0.1393919255690314,0.3520933709918591,A2,2,初级,cet4
content,"n. 内容, 满足, 意义, 要旨\na. 满足的, 满意的\nvt. 使...满足, 使...安心\n[计] 内容",(kәn'tent),n,高考 四级 六级 考研 托福 雅思 GRE,24151,0.0767670075773259,0.5008074199826095,B1,3,中级,cet4
proposal,"n. 提议, 计划, 求婚\n[经] 提案, 申请, 投标",(prә'pәuzl),n,四级 六级 考研 托福 GRE,24813,0.2235521702333454,0.253052835207351,B1,3,中级,cet4
contrast,"n. 差别, 对比, 对照物\nvt. 使对比\nvi. 成对照\n[计] 反差; 对比度",(kәn'træst),n,四级 六级 考研 托福 雅思 GRE,23128,0.0469560705638187,0.540600138360429,B2,4,中级,cet4
acid,"n. 酸, 酸类物质, 尖刻, 迷幻药\na. 酸的, 酸性的, 尖刻的, 敏锐的\n[计] 自动文档互参与索引生成程序",('æsid),n,高考 四级 六级 考研 托福 雅思,10442,0.0594713656387665,0.2264891783183298,A2,2,初级,cet4
flame,"n. 火焰, 火舌, 热情, 光辉\nvt. 焚烧, 用火焰给...灭菌, 用火焰传送(信号), 点燃, 激动\nvi. 燃烧, 爆发, 闪耀\n[计] 无聊邮件, 无益邮件",(fleim),n,高考 四级 六级 考研 托福 雅思,10447,0.1262563415334545,0.0646118502919498,A2,2,初级,cet4
undergo,"vt. 遭受, 经历, 忍受\n[法] 经受, 经历, 忍受",(.ʌndә'gәu),v,四级 六级 考研 托福 雅思,10460,0.1049713193116634,0.3864244741873805,B1,3,中级,cet4
nut,"n. 坚果, 核心, 螺帽\n[计] Novell NetWare服务器实用程序",(nʌt),n,高考 四级 六级 考研,10484,0.1426936283861121,0.0604731018695154,A1,1,初级,cet4
extension,"n. 延长, 扩充, 范围, 扩展名\na. 伸缩的\n[计] 扩展名, 扩充名",(ik'stenʃәn),n,高考 四级 六级 考研 托福 雅思,10528,0.0820668693009118,0.4113791793313069,B2,4,中级,cet4
ghost,"n. 鬼, 灵魂, 幻影, 一丝, 一点\nv. 鬼似地游荡",(gәust),n,四级 考研,10546,0.0759529679499336,0.1208989190214299,A2,2,初级,cet4
wander,"vi. 游荡, 漫步, 徘徊, 迷路, 离题, 蜿蜒\nvt. 在...漫游",('wɒndә),v,高考 四级 六级 考研 托福 雅思,10554,0.0734318741709304,0.0759901459162402,B1,3,中级,cet4
counsel,"n. 商议, 忠告, 法律顾问\nv. 商议, 劝告",('kaunsәl),n,六级 考研 托福 雅思,10557,0.3872312209908118,0.1885005209813394,B1,3,中级,cet4
albeit,"conj. 尽管, 虽然",(ɔ:l'bi:it),c,GRE,3867,0.0543056633048875,0.4460822342901474,B1,3,中级,cet4
partisan,"n. 党羽, 虔诚信徒, 同党, 游击队员\na. 党派的, 偏袒的, 效忠的, 献身的, 盲目推崇的",('pɑ:tizn),j,托福 雅思 GRE,3868,0.4482936918304033,0.1786452947259565,B1,3,中级,cet4
phone,"n. 电话, 受话器, 耳机\nvt. 打电话给\nvi. 打电话",(fәun),n,中考 四级 考研 雅思,78367,0.2452307731570686,0.0469840621690252,A2,2,初级,cet4
situation,"n. 情形, 境遇, 位置\n[医] 情境, 处境",(.sitju'eiʃәn),n,中考 高考 四级 六级 考研,78477,0.3122953221963123,0.303031461447303,B2,4,中级,cet4
gum,"n. 树胶, 橡皮, 橡皮糖, 牙床, 老天\nvt. 涂以树胶, 用胶粘, 使有粘性\nvi. 分泌树胶, 发粘",(gʌm),n,四级 六级 考研 GRE,3989,0.1022812735021308,0.0466282276259714,A1,1,初级,cet4
glare,"n. 闪耀光, 刺眼\nvi. 发眩光, 瞪视\nvt. 瞪眼表示",(glєә),v,高考 四级 六级 考研 托福 雅思 GRE,3998,0.0172586293146573,0.0182591295647823,A2,2,初级,cet4
obscure,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的\nvt. 使变暗, 隐藏, 使变模糊, 使难解",(әb'skjuә),v,四级 六级 考研 托福 雅思 GRE,4012,0.0598205383848454,0.3287637088733798,B1,3,中级,cet4
linen,"n. 亚麻布, 亚麻线, 亚麻制品\na. 亚麻布制的, 亚麻的",('linin),n,四级 六级 考研 托福 雅思 GRE,4023,0.0298284862043251,0.0434998757146408,A2,2,初级,cet4
corrupt,"a. 腐败的, 贪污的, 讹误充斥的\nvt. 使腐烂, 腐蚀, 使恶化\nvi. 腐烂, 堕落",(kә'rʌpt),j,高考 六级 考研 雅思 GRE,4070,0.2184275184275184,0.2454545454545454,B1,3,中级,cet4
resignation,"n. 辞职, 辞呈, 听从\n[经] 辞职",(.rezig'neiʃәn),n,四级 六级 雅思 GRE,4102,0.2784007801072647,0.1357874207703559,B2,4,中级,cet4
presume,"vt. 假定, 推测, 擅自, 意味着\nvi. 擅自行动, 相信",(pri'zu:m),v,六级 考研 托福 GRE,4114,0.2058823529411764,0.3427321341759844,B1,3,中级,cet4
clear,"a. 清楚的, 明确的, 澄清的\nadv. 清晰地\nvt. 澄清, 清除障碍\nvi. 放晴, 变清澈\nn. 空隙\n[计] 清除",(kliә),j,中考 高考 雅思,74686,0.2174436976140106,0.2441689205473582,A2,2,初级,cet4
product,"n. 产品, 结果, 乘积\n[化] 生产物",('prɒdʌkt),n,高考 四级 六级 考研 雅思,75627,0.1177357293030267,0.2892749943803139,B1,3,中级,cet4
worker,"n. 工人, 劳动者\n[经] 工人, 劳工, 劳动者",('wә:kә),n,中考 高考 雅思,76019,0.1543693024112393,0.3169076152014627,A2,2,初级,cet4
blanket,"n. 毛毯, 毯子\nvt. 掩盖, 覆盖\na. 总共的",('blæŋkit),n,高考 四级 考研 托福 雅思,10177,0.0898103566866463,0.0625921194851134,B1,3,中级,cet4
highlight,"n. 加亮区, 精彩场面\nvt. 加亮, 使显著, 以强光照射, 突出\n[计] 突出",('hailait),v,四级 六级 考研 托福 雅思,10210,0.0634671890303623,0.4870714985308521,B2,4,中级,cet4
collective,"a. 集体的, 聚集的, 共同的\n[医] 集体的, 集合的",(kә'leiktiv),j,四级 六级 考研 托福,10234,0.0750439710768028,0.5709400039085402,B2,4,中级,cet4
inflation,"n. 胀大, 夸张, 通货膨胀\n[化] 充气吹胀; 膨胀",(in'fleiʃәn),n,六级 考研 托福 雅思,10289,0.2042958499368257,0.2150840703664107,B2,4,中级,cet4
province,"n. 省, 地方, 职权, 领域\n[法] 省, 地方, 领域",('prɒvins),n,高考 四级 六级 考研 托福,10332,0.1234030197444831,0.3876306620209059,B1,3,中级,cet4
flour,"n. 面粉, 粉沫, 碎粉\n[医] 面粉, 麦粉",('flauә),n,高考 四级 六级 考研 托福 雅思,10374,0.0405822247927511,0.0294004241372662,A2,2,初级,cet4
diamond,"n. 钻石, 菱形\n[计] 菱形",('daiәmәnd),n,高考 四级 六级 考研,10381,0.1140545226856757,0.115114150852519,B1,3,中级,cet4
brilliant,"a. 光辉的, 灿烂的, 有才气的\n[机] 亮的",('briljәnt),j,高考 四级 考研 雅思,10385,0.1689937409725565,0.0918632643235435,B2,4,中级,cet4
supreme,"n. 至高, 霸权\na. 至高的, 终极的, 极端的, 最大的",(sju'pri:m),j,高考 四级 六级 考研 托福 雅思 GRE,25863,0.3596257201407416,0.2426245988477748,B1,3,中级,cet4
weather,"n. 天气, 气象, 处境\na. 迎风的\nvt. 使受风吹雨打, 侵蚀, 使风化, 经受住\nvi. 风化, 受侵蚀, 经受风雨",('weðә),n,中考 高考 托福 雅思 GRE,25083,0.2170394290954032,0.0852370131164533,B1,3,中级,cet4
persuade,"vt. 劝, 使相信, 恳求, 敦促, 说服\nvi. 劝服, 被说服",(pә'sweid),v,高考 四级 六级 考研 托福,9659,0.1441142975463298,0.1971218552645201,B1,3,中级,cet4
abuse,"n. 滥用, 虐待, 恶习, 辱骂\nvt. 滥用, 辱骂, 虐待",(ә'bju:s.ә'bju:z),n,高考 四级 六级 考研 托福 雅思 GRE,26768,0.2248580394500896,0.3553496712492528,A2,2,初级,cet4
application,"n. 应用, 申请, 志愿书, 应用程序\n[计] 应用, 应用程序",(.æpli'keiʃәn),n,高考 四级 六级 考研 托福 雅思 GRE,27781,0.0562614736690543,0.530110507181167,B2,4,中级,cet4
appropriate,"a. 适当的\n[经] 适当的, 拨出, 占用",(ә'prәupriәt),j,高考 四级 六级 考研 托福 雅思 GRE,28077,0.1407913950920682,0.5479574028564306,B2,4,中级,cet4
commit,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务\n[法] 犯, 做, 把...交托给",(kә'mit),v,高考 四级 六级 考研 托福 雅思 GRE,29114,0.3015387785944906,0.2140550937693206,B1,3,中级,cet4
category,"n. 种类, 类项\n[计] 分类",('kætigәri),n,高考 六级 考研 托福 雅思 GRE,29332,0.0842083731078685,0.5802877403518342,B1,3,中级,cet4
survive,"vt. 比...活得长, 生存, 生还, 幸免于\nvi. 活下来, 幸存",(sә'vaiv),v,高考 四级 六级 考研 托福 GRE,29964,0.210786276865572,0.1672006407689227,B1,3,中级,cet4
invasion,"n. 侵犯, 侵入, 侵害\n[医] 侵袭, 侵入, 发病",(in'veiʒәn),n,四级 六级 考研 托福,10028,0.2395293179098524,0.2716394096529717,B1,3,中级,cet4
pie,"n. 馅饼, 财富, 总额, 贪污受贿, 杂乱, 喜鹊\n[计] 饼图",(pai),n,中考 高考 四级 考研 雅思,10130,0.1175715695952616,0.0434353405725567,A1,1,初级,cet4
exhibit,"n. 显示, 显现, 展览品, 陈列品, 展览\nvt. 展现, 陈列, 展览\nvi. 开展览会",(ig'zibit),v,四级 六级 考研 托福,10132,0.0426371891038294,0.5433280694828266,B1,3,中级,cet4
technology,"n. 技术, 工业技术, 术语\n[医] 技术学, 工艺学",(tek'nɒlәdʒi),n,中考 高考 四级 六级 考研 雅思,76192,0.1109959050818983,0.3964064468710626,B2,4,中级,cet4
recent,"a. 最近的, 近代的, 最新的\n[经] 最近的, 新进的",('ri:snt),j,中考 高考 四级 六级 考研 托福,76624,0.1106702860722489,0.2887998538316976,B1,3,中级,cet4
oversight,"n. 勘漏, 失察, 失败, 照料\n[经] 监督权",('әuvәsait),n,托福 GRE,4170,0.2014388489208633,0.2556354916067146,B2,4,中级,cet4
span,"n. 指距, 全长, 跨距, 一段时间, 小范围\nvt. 以手指测量, 跨越, 架设, 持续",(spæn),n,四级 六级 考研 托福 雅思 GRE,4204,0.0901522359657469,0.252616555661275,A2,2,初级,cet4
closure,n. 关闭\nvt. 使终止,('klәuʒә),n,GRE,4210,0.1726840855106888,0.4007125890736342,B1,3,中级,cet4
justification,"n. 辩护, 证明正当, 释罪\n[计] 调整",(.dʒʌstifi'keiʃәn),n,六级 雅思 GRE,4214,0.1286188894162316,0.564546748932131,C1,5,高级,cet4
incidence,"n. 发生, 发生率, 影响, 负担者, 入射, 倾角\n[医] 入射, 发生率, 发生数",('insidәns),n,六级 考研 托福 雅思 GRE,4360,0.0685779816513761,0.6577981651376147,B2,4,中级,cet4
dare,"n. 挑战, 挑动, 大胆\nv. 敢, 胆敢",(dєә),v,中考 高考 四级 六级 考研,9875,0.1255696202531645,0.0873924050632911,A2,2,初级,cet4
devote,"vt. 投入于, 献身",(di'vәut),v,高考 四级 六级 考研 托福 雅思,9892,0.1125151637687019,0.3290537808329963,B1,3,中级,cet4
lung,"n. 肺, 肺脏, 空地\n[医] 肺",(lʌŋ),n,高考 四级 六级 考研 托福,9919,0.1507208387942332,0.1335820143159592,A2,2,初级,cet4
fitness,"n. 适合, 合宜, 合理, 恰当, 健康\n[医] 适合性, 适应性",('fitnis),n,六级 托福 雅思,9954,0.0602772754671488,0.3766325095439019,B1,3,中级,cet4
widespread,"a. 充分伸展的, 广布的, 普及的, 流传广的",('waidspred),j,高考 四级 六级 考研 托福,9978,0.1156544397674884,0.4323511725796752,B2,4,中级,cet4
lion,"n. 狮子, 狮子(星)座, 国际狮子会会员",('laiәn),n,中考 高考 四级 六级 考研,10013,0.0797962648556876,0.1544991511035653,A2,2,初级,cet4
stroll,"n. 闲逛, 漫步\nv. 闲逛, 漫步",(strәul),v,六级 考研 托福 GRE,4089,0.0388848129126925,0.0489117143555881,B1,3,中级,cet4
inhabitant,"n. 居民, 居住者\n[医] 居民",(in'hæbitәnt),n,四级 六级 考研 托福 雅思 GRE,4089,0.0229885057471264,0.4800684764000978,B2,4,中级,cet4
collision,"n. 碰撞, 冲突, 抵触\n[计] 冲突",(kә'liʒәn),n,高考 四级 六级 考研 托福 雅思 GRE,4251,0.1383203952011291,0.2194777699364855,B2,4,中级,cet4
revise,"n. 校订, 修正, 改样\nvt. 校订, 修正, 校正",(ri'vaiz),v,四级 六级 考研 托福 雅思 GRE,4292,0.0761882572227399,0.5041938490214353,B1,3,中级,cet4
linger,"vi. 逗留, 消磨, 徘徊\nvt. 消磨",('liŋgә),v,六级 考研 托福 雅思 GRE,4295,0.0614668218859138,0.0870779976717112,B1,3,中级,cet4
subjective,"a. 主观的, 个人的\n[医] 主观的, 自觉的",(sәb'dʒektiv),j,高考 六级 考研 雅思 GRE,4298,0.0563052582596556,0.7408096789204281,B2,4,中级,cet4
generator,"n. 产生器, 发电机, 生产者\n[计] 发生器",('dʒenәreitә),n,四级 六级 考研 GRE,4298,0.0893438808748255,0.3513261982317356,B2,4,中级,cet4
obsession,"n. 困扰, 困扰人的情绪\n[医] 强迫观念",(әb'seʃәn),n,六级 考研 托福 雅思 GRE,4302,0.1866573686657368,0.1552766155276615,B2,4,中级,cet4
efficacy,"n. 功效, 效力\n[医] 效能, 功效, 效验",('efikәsi),n,托福 GRE,4128,0.0305232558139534,0.8272771317829457,B1,3,中级,cet4
rhythm,"n. 旋律, 节奏, 韵律, 匀称, 张弛节律\n[医] 节律",('riðәm),n,四级 六级 考研 托福 雅思,9637,0.0968143613157621,0.2783023762581716,B1,3,中级,cet4
brick,"n. 砖块, 积木\na. 用砖做的\nvt. 用砖造, 用砖砌",(brik),n,高考 四级 考研 托福,9728,0.0725740131578947,0.0668174342105263,A2,2,初级,cet4
mess,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境\nvt. 将...弄糟, 妨碍, 使紊乱, 使就餐\nvi. 陷入困境, 搞乱, 用膳",(mes),n,高考 四级 六级 考研 雅思,9731,0.1994656253211386,0.035556469016545,A2,2,初级,cet4
jeans,"n. 工装裤, 牛仔裤",(dʒi:nz),n,中考 高考 四级 考研 雅思,9793,0.0791381599101399,0.0195037271520473,A2,2,初级,cet4
